"","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL","GENENAME"
"ENSG00000145777",152.368840294829,-2.71608626118833,0.230746949880766,2.83312041173777e-33,4.4479990464283e-31,"TSLP","thymic stromal lymphopoietin"
"ENSG00000123562",5040.36609422548,1.0096678949984,0.0854366940785024,2.93230172689969e-33,4.56333025762521e-31,"MORF4L2","mortality factor 4 like 2"
"ENSG00000173918",992.634891971979,1.22609801164099,0.104931908059084,4.38857640204327e-33,6.77023773466519e-31,"C1QTNF1","C1q and TNF related 1"
"ENSG00000164125",5596.21756050771,1.1022598433264,0.0940425569498071,5.92975329943945e-33,8.99143190473123e-31,"GASK1B","golgi associated kinase 1B"
"ENSG00000114098",1010.26383858497,1.31562140158762,0.113380034589802,6.44416373641391e-33,9.68863634302704e-31,"ARMC8","armadillo repeat containing 8"
"ENSG00000077684",1570.59625055931,1.17450212259686,0.101339377224524,1.82961616062199e-32,2.70493502546622e-30,"JADE1","jade family PHD finger 1"
"ENSG00000114270",1546.85659698794,1.20621688428513,0.10438542541199,2.25316759762022e-32,3.3035906073868e-30,"COL7A1","collagen type VII alpha 1 chain"
"ENSG00000103485",865.181599373799,-1.18567596500045,0.102759384496243,3.11331238732393e-32,4.49051016776535e-30,"QPRT","quinolinate phosphoribosyltransferase"
"ENSG00000138829",15700.6101857198,1.87778378078713,0.166845231074517,1.05008915831233e-31,1.5023896578725e-29,"FBN2","fibrillin 2"
"ENSG00000164442",7510.32180969038,1.51231244977558,0.134253646610025,1.07486314072382e-31,1.52553175836651e-29,"CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2"
"ENSG00000110756",995.235824001559,1.53837286942718,0.136768032961443,1.16765612052193e-31,1.64407835191902e-29,"HPS5","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2"
"ENSG00000155130",5653.90528947247,-1.16545617299782,0.102096554572636,1.45754884875467e-31,2.03609245084698e-29,NA,NA
"ENSG00000144369",1303.2387264498,-1.3156702575634,0.116417999389993,2.1110917060452e-31,2.92600609038655e-29,"FAM171B","family with sequence similarity 171 member B"
"ENSG00000143320",1492.0729541885,-1.59721419269654,0.143023232428269,2.40981501093282e-31,3.31414946581079e-29,"CRABP2","cellular retinoic acid binding protein 2"
"ENSG00000181467",630.856880331796,-1.24267467467532,0.110386979373673,5.50878581765032e-31,7.51779763007187e-29,"RAP2B","RAP2B, member of RAS oncogene family"
"ENSG00000196507",988.820310510035,1.03361124703302,0.0919763851105204,2.20661342232158e-30,2.98836097140513e-28,"TCEAL3","transcription elongation factor A like 3"
"ENSG00000008256",3716.49235183552,1.15621835468005,0.103899195579637,3.99739584722605e-30,5.37256058527555e-28,"CYTH3","cytohesin 3"
"ENSG00000140545",9199.37722999167,1.08635945195438,0.0988045656206498,2.59001753885591e-29,3.42906725051065e-27,"MFGE8","milk fat globule EGF and factor V/VIII domain containing"
"ENSG00000154864",153.229343564788,-2.5027814893647,0.228689220362376,3.02323726752274e-29,3.97298165652747e-27,"PIEZO2","piezo type mechanosensitive ion channel component 2"
"ENSG00000177283",115.08270132586,2.42750390153987,0.222865205576892,4.63858056462967e-29,6.05096013213934e-27,"FZD8","frizzled class receptor 8"
"ENSG00000146592",669.378696573456,-1.998564309501,0.187312847382662,1.0594945512014e-28,1.37200677612146e-26,"CREB5","cAMP responsive element binding protein 5"
"ENSG00000072958",2129.36776084041,1.0611989826516,0.0979712835664621,1.76606081955995e-28,2.27041195650819e-26,"AP1M1","adaptor related protein complex 1 subunit mu 1"
"ENSG00000133216",344.046830493957,-1.72488883033398,0.163771914962346,2.2261145938581e-28,2.84125892155659e-26,"EPHB2","EPH receptor B2"
"ENSG00000205978",1600.99401969841,-1.12851649061035,0.105206948634613,3.89259394892541e-28,4.93275066056327e-26,"NYNRIN","NYN domain and retroviral integrase containing"
"ENSG00000243244",996.153168470527,1.37300726856983,0.129843200694796,4.50857381097675e-28,5.67280907663394e-26,"STON1","stonin 1"
"ENSG00000136546",4991.14302814379,1.3312378224712,0.126008072887669,6.44408989627469e-28,8.05102808801474e-26,"SCN7A","sodium voltage-gated channel alpha subunit 7"
"ENSG00000096060",2564.32866560723,3.85510257862905,0.367763490682958,7.13735861179534e-28,8.85481672250777e-26,"FKBP5","FKBP prolyl isomerase 5"
"ENSG00000163491",160.221071388445,-2.43180957967047,0.228897761333562,8.39304563684409e-28,1.03403487946702e-25,"NEK10","NIMA related kinase 10"
"ENSG00000092621",1231.0642191189,-1.38686254124852,0.132365929488244,1.16297288701169e-27,1.42291737851547e-25,"PHGDH","phosphoglycerate dehydrogenase"
"ENSG00000187498",2283.75370178038,1.27982168062672,0.121742645597272,1.54734069286887e-27,1.88023090631415e-25,"COL4A1","collagen type IV alpha 1 chain"
"ENSG00000233117",77.6304027903742,3.25963375450567,0.309969031993384,1.86156275915897e-27,2.24666564015233e-25,NA,NA
"ENSG00000127083",304.467157361516,1.76461396676727,0.171557912620919,3.06914361308304e-27,3.65434072749706e-25,"OMD","osteomodulin"
"ENSG00000165507",18353.3377119942,1.50875789650957,0.146721004244954,4.7738276466558e-27,5.60877326353116e-25,"DEPP1","DEPP1 autophagy regulator"
"ENSG00000183160",2987.58090732893,-1.1431116959649,0.109072090513079,4.98330238471678e-27,5.81636628995134e-25,"TMEM119","transmembrane protein 119"
"ENSG00000177666",1701.18244622366,1.07346472043244,0.102708744069,9.78509117497769e-27,1.13462289238745e-24,"PNPLA2","patatin like phospholipase domain containing 2"
"ENSG00000102466",664.670648354748,1.18478182022845,0.114020581902322,1.00106114418886e-26,1.15323543889965e-24,"FGF14","fibroblast growth factor 14"
"ENSG00000069431",849.081930951907,1.03253575388069,0.0986510084562909,1.01068491817117e-26,1.15681039569515e-24,"ABCC9","ATP binding cassette subfamily C member 9"
"ENSG00000180914",568.723638510171,1.82534669981006,0.180009119227358,1.52669357053086e-26,1.73622247658898e-24,"OXTR","oxytocin receptor"
"ENSG00000131386",11496.2787604108,1.5683740800861,0.154719698908404,1.73818371940036e-26,1.9641476029224e-24,"GALNT15","polypeptide N-acetylgalactosaminyltransferase 15"
"ENSG00000177674",751.356375474281,1.08710663138728,0.104695738590041,1.86641839958203e-26,2.09570435613827e-24,"AGTRAP","angiotensin II receptor associated protein"
"ENSG00000162496",3691.9494023863,1.06073673199322,0.102168785059315,2.15452738551869e-26,2.40399184569102e-24,"DHRS3","dehydrogenase/reductase 3"
"ENSG00000126878",93.2567025799018,-2.59042131415893,0.251592955432812,3.26726746525067e-26,3.62278700631326e-24,"AIF1L","allograft inflammatory factor 1 like"
"ENSG00000099204",848.56788580347,1.38493887087758,0.136350683038755,3.31375486587771e-26,3.65151087425692e-24,"ABLIM1","actin binding LIM protein 1"
"ENSG00000127954",286.397790364462,4.88187272232832,0.506435608508906,4.60623626373943e-26,5.04439737993835e-24,"STEAP4","STEAP4 metalloreductase"
"ENSG00000112773",516.785117742953,-1.16542966535877,0.114005863431816,6.45696141687497e-26,7.0277884967349e-24,"TENT5A","terminal nucleotidyltransferase 5A"
"ENSG00000148120",743.985020244497,1.07631324440037,0.104845354874476,6.70759529814057e-26,7.25606391367755e-24,"AOPEP","aminopeptidase O (putative)"
"ENSG00000169738",627.441142526388,2.04300620484616,0.203004721257959,7.05008621417355e-26,7.58033815306987e-24,"DCXR","dicarbonyl and L-xylulose reductase"
"ENSG00000125848",178.64951461873,-2.41169212069749,0.237512402463881,1.05760326789077e-25,1.1235293159072e-23,"FLRT3","fibronectin leucine rich transmembrane protein 3"
"ENSG00000035664",633.031090606281,1.6335064989766,0.164737807824955,1.40373907228898e-25,1.4823651715166e-23,"DAPK2","death associated protein kinase 2"
"ENSG00000110900",262.797739751141,-1.42033614212395,0.142225485606515,1.54226626155607e-25,1.61901454119919e-23,"TSPAN11","tetraspanin 11"
"ENSG00000164742",353.787075807015,-2.51226344023263,0.248813308569274,2.27455602571148e-25,2.37369990894984e-23,"ADCY1","adenylate cyclase 1"
"ENSG00000023909",1927.66508304619,1.18742305363523,0.117797901316184,2.436337179138e-25,2.52766420439107e-23,"GCLM","glutamate-cysteine ligase modifier subunit"
"ENSG00000138073",1697.44489735517,1.07280088757535,0.106266065397756,3.91478676925453e-25,4.01457988863264e-23,"PREB","prolactin regulatory element binding"
"ENSG00000163697",2266.22369597051,1.05277022951941,0.104419094627437,4.92739306921389e-25,5.02395864603009e-23,"APBB2","amyloid beta precursor protein binding family B member 2"
"ENSG00000102554",149.55044947352,2.41088925488927,0.241571520881466,6.07003941117758e-25,6.11866870418758e-23,"KLF5","Kruppel like factor 5"
"ENSG00000120837",1841.36209682851,1.01026465176076,0.100355137193954,6.89918227123973e-25,6.91516342791322e-23,"NFYB","nuclear transcription factor Y subunit beta"
"ENSG00000172061",231.271692150581,-2.47990452789893,0.248599686309615,7.30261245680658e-25,7.27840716832615e-23,"LRRC15","leucine rich repeat containing 15"
"ENSG00000183044",498.677472491256,1.125094274509,0.112476477231513,7.6130657190926e-25,7.54544128058222e-23,"ABAT","4-aminobutyrate aminotransferase"
"ENSG00000164292",14399.191200183,1.020977585975,0.101806179980984,9.73343471097938e-25,9.54037929323123e-23,"RHOBTB3","Rho related BTB domain containing 3"
"ENSG00000099194",785.184771528507,-1.9353273568759,0.199262866191035,1.53196318134129e-24,1.48516714755059e-22,"SCD","stearoyl-CoA desaturase"
"ENSG00000152580",5992.33067387207,-1.12340855486325,0.113127843221249,1.59197816783817e-24,1.53496112367483e-22,"IGSF10","immunoglobulin superfamily member 10"
"ENSG00000013297",3431.48649454957,-1.72041326457591,0.178029955306493,1.603586879794e-24,1.5377964775365e-22,"CLDN11","claudin 11"
"ENSG00000164070",591.665485817256,-1.28101281008148,0.13027306127108,1.64129267926327e-24,1.56549319477471e-22,"HSPA4L","heat shock protein family A (Hsp70) member 4 like"
"ENSG00000237697",126.794774432213,1.96731806198605,0.202471464186328,1.65201948643223e-24,1.56729827319755e-22,NA,NA
"ENSG00000008311",721.922199247793,1.06631292045242,0.107818404918172,3.19959588665921e-24,3.00338786376831e-22,"AASS","aminoadipate-semialdehyde synthase"
"ENSG00000126950",786.095098818402,-1.65391388208801,0.173082949825391,4.77329077602542e-24,4.45699745565615e-22,"TMEM35A","transmembrane protein 35A"
"ENSG00000177614",133.146731319843,-2.48949557341096,0.254521914806265,5.05291804184794e-24,4.69339366389656e-22,"PGBD5","piggyBac transposable element derived 5"
"ENSG00000088756",685.699115812248,-1.59403219293432,0.167179365578,6.54322710600914e-24,6.01468352786053e-22,"ARHGAP28","Rho GTPase activating protein 28"
"ENSG00000128510",164.040018489592,-2.19618900584723,0.227513541420307,7.65070795884708e-24,6.99645411844876e-22,"CPA4","carboxypeptidase A4"
