"","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL","GENENAME"
"ENSG00000145685",2018.16368824202,-1.22276763266895,0.0821997775319491,1.31905100053135e-51,5.39431902353662e-49,"LHFPL2","LHFPL tetraspan subfamily member 2"
"ENSG00000134686",2737.98198594824,1.36716667137976,0.0923118701039926,1.40673056691933e-51,5.62504662692144e-49,"PHC2","polyhomeotic homolog 2"
"ENSG00000172986",756.366829107728,-1.54967124793669,0.105270384836556,2.06907799537718e-51,8.09369335843847e-49,"GXYLT2","glucoside xylosyltransferase 2"
"ENSG00000102804",5397.33684521952,1.18499886332415,0.0799439552483653,3.64946587094357e-51,1.39720189110125e-48,"TSC22D1","TSC22 domain family member 1"
"ENSG00000060718",363.762294004358,2.39352896311815,0.161856494345956,6.3545811549693e-51,2.38217361046912e-48,"COL11A1","collagen type XI alpha 1 chain"
"ENSG00000099337",530.060485021926,2.67516004991732,0.180867611940102,7.90012449150884e-51,2.90111918571857e-48,"KCNK6","potassium two pore domain channel subfamily K member 6"
"ENSG00000126803",449.17684817333,2.42377629294585,0.164502094861897,1.50551445319392e-50,5.41804541415427e-48,"HSPA2","heat shock protein family A (Hsp70) member 2"
"ENSG00000157150",167.615505683076,2.89290512989442,0.196654368171357,2.12411217173475e-50,7.49436753297942e-48,"TIMP4","TIMP metallopeptidase inhibitor 4"
"ENSG00000133142",3055.97384805426,1.51551057740838,0.104595761280983,7.12697282178998e-50,2.46620671067863e-47,"TCEAL4","transcription elongation factor A like 4"
"ENSG00000138316",799.568584106461,-2.47024723321852,0.169016946010124,9.3397515423255e-50,3.17093375948311e-47,"ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14"
"ENSG00000103196",3082.06913512982,2.58925978008638,0.179357961823663,1.41599302184481e-48,4.71840341390288e-46,"CRISPLD2","cysteine rich secretory protein LCCL domain containing 2"
"ENSG00000131389",740.410803126942,-2.09566921739216,0.14628495325275,1.78032715475277e-48,5.82458305865843e-46,"SLC6A6","solute carrier family 6 member 6"
"ENSG00000152268",1597.83892249109,1.88565775282736,0.132574833225338,3.0345553055885e-48,9.75067645870706e-46,NA,NA
"ENSG00000168309",159.526919764023,4.67870113415909,0.334308279408732,3.83044890351099e-48,1.20921223806626e-45,"FAM107A","family with sequence similarity 107 member A"
"ENSG00000163171",1357.57154103081,1.48161358925076,0.104197888372599,4.10709355111638e-48,1.27419036825497e-45,"CDC42EP3","CDC42 effector protein 3"
"ENSG00000124440",197.043622803841,2.49058783565121,0.174183748039859,9.45967604486323e-48,2.885040860191e-45,"HIF3A","hypoxia inducible factor 3 subunit alpha"
"ENSG00000141401",627.527233035192,2.29308066602492,0.161269620066628,1.86900463837679e-47,5.60514491049198e-45,"IMPA2","inositol monophosphatase 2"
"ENSG00000103742",370.82982255279,-2.16613623319436,0.153015606964764,2.77238681915549e-47,8.17808662686622e-45,"IGDCC4","immunoglobulin superfamily DCC subclass member 4"
"ENSG00000112837",2754.96812806571,-1.80597812704535,0.128946850097621,5.27116643946361e-47,1.529828530834e-44,"TBX18","T-box transcription factor 18"
"ENSG00000164647",1920.71012986285,1.54167475933311,0.11052153247566,1.44747026540104e-46,4.13425078660734e-44,"STEAP1","STEAP family member 1"
"ENSG00000068383",1247.24185187194,1.3582825959815,0.0975886507439538,5.79810557978214e-46,1.63017362191562e-43,"INPP5A","inositol polyphosphate-5-phosphatase A"
"ENSG00000156675",1631.87785808313,1.521089431766,0.110556823047338,2.24189260087491e-45,6.20624853232971e-43,"RAB11FIP1","RAB11 family interacting protein 1"
"ENSG00000136999",435.712716722131,-2.50919025191654,0.182630409617064,2.50867532052415e-44,6.83956116931993e-42,"CCN3","cellular communication network factor 3"
"ENSG00000206538",12754.9476812811,1.3427768204911,0.0984916743264916,3.30689942857123e-44,8.88124601756875e-42,"VGLL3","vestigial like family member 3"
"ENSG00000227051",4615.74006753287,-1.13342546675565,0.0828017851466929,5.623742946166e-44,1.4881416260781e-41,"C14orf132","chromosome 14 open reading frame 132"
"ENSG00000134363",2906.3410530882,-1.77767575979164,0.132593508811659,1.9187604802139e-43,5.00379363492302e-41,"FST","follistatin"
"ENSG00000196517",229.640742740425,-2.1944022518286,0.16224260572467,1.98051624208998e-43,5.09105846573816e-41,"SLC6A9","solute carrier family 6 member 9"
"ENSG00000149218",2027.18573134681,1.89534504254292,0.142053665204233,6.25748342170868e-43,1.56384939847536e-40,"ENDOD1","endonuclease domain containing 1"
"ENSG00000109906",385.071028862516,7.19522610799517,0.550637702150871,9.14198752723412e-43,2.25343730911028e-40,"ZBTB16","zinc finger and BTB domain containing 16"
"ENSG00000185432",3885.6492404017,2.21337602491635,0.165244567772349,1.25130303175658e-42,3.04269550721999e-40,"METTL7A","methyltransferase like 7A"
"ENSG00000163378",1805.28931002148,1.24017571343555,0.092696546235109,1.99603448464019e-42,4.78888593554875e-40,"EOGT","EGF domain specific O-linked N-acetylglucosamine transferase"
"ENSG00000167641",231.671616289766,2.8360755017029,0.211820159769116,2.81917041181714e-42,6.67475689345233e-40,"PPP1R14A","protein phosphatase 1 regulatory inhibitor subunit 14A"
"ENSG00000196975",4908.8181516426,1.16551538065732,0.0872614226294207,4.24429861629439e-42,9.91842977942873e-40,"ANXA4","annexin A4"
"ENSG00000106484",677.213238740759,-1.83237280838739,0.139221969636264,5.72607857725546e-42,1.32096228101455e-39,"MEST","mesoderm specific transcript"
"ENSG00000126016",386.415162103212,-2.33429879724083,0.175618287318091,7.52368014184769e-42,1.71368481610642e-39,"AMOT","angiomotin"
"ENSG00000151726",1460.17800298032,1.57314519177926,0.119840917586595,9.49654889898335e-42,2.13601126110383e-39,"ACSL1","acyl-CoA synthetase long chain family member 1"
"ENSG00000150907",678.868174958036,2.19137095840361,0.165893069243178,1.34747384201817e-41,2.99338818682406e-39,"FOXO1","forkhead box O1"
"ENSG00000130513",451.004765299293,-1.83667155150708,0.140521864232373,1.92847879220164e-41,4.23183504718004e-39,"GDF15","growth differentiation factor 15"
"ENSG00000221869",1963.57429862035,1.47182151707282,0.112328692500264,1.9853365726681e-41,4.30411401067346e-39,"CEBPD","CCAAT enhancer binding protein delta"
"ENSG00000169715",554.194641254197,2.18780703098447,0.167825409663223,1.29789248604628e-40,2.78027111832343e-38,"MT1E","metallothionein 1E"
"ENSG00000147027",12593.3295910107,1.14507474970557,0.0874052755825378,1.43633495076266e-40,3.04063660047333e-38,"TMEM47","transmembrane protein 47"
"ENSG00000145390",8442.05371962528,2.11146390503018,0.162798096050812,2.20793157993327e-40,4.61971172666502e-38,"USP53","ubiquitin specific peptidase 53"
"ENSG00000185950",1974.88307917017,2.08844947500601,0.161460274642476,3.13538973499158e-40,6.4848509070619e-38,"IRS2","insulin receptor substrate 2"
"ENSG00000013293",244.497326184804,-2.81917181355581,0.21768409505156,9.41315435721603e-40,1.92477613072438e-37,"SLC7A14","solute carrier family 7 member 14"
"ENSG00000131831",1017.17597249954,1.40048616179509,0.109594551544389,1.9907378214256e-39,4.02486925379013e-37,"RAI2","retinoic acid induced 2"
"ENSG00000146122",1942.41443351691,1.64882739580032,0.130826046244486,7.07265973320576e-39,1.41406043599227e-36,"DAAM2","dishevelled associated activator of morphogenesis 2"
"ENSG00000137672",655.449436784439,1.91932547916505,0.152073506273121,8.39922516241416e-39,1.66083140189539e-36,"TRPC6","transient receptor potential cation channel subfamily C member 6"
"ENSG00000020577",3105.00555637675,1.1813596808238,0.0926179238314415,1.03649956092055e-38,2.02725794556569e-36,"SAMD4A","sterile alpha motif domain containing 4A"
"ENSG00000119138",1683.2682077277,2.04604575106255,0.16226670259411,1.67669253142098e-38,3.24412961402033e-36,"KLF9","Kruppel like factor 9"
"ENSG00000138735",6850.26951693182,-1.15754044560262,0.0910209911631833,1.93892932071716e-38,3.71160576563667e-36,"PDE5A","phosphodiesterase 5A"
"ENSG00000163110",1314.18432532042,1.573315854743,0.125587589661249,2.18937628727348e-38,4.14690914875778e-36,"PDLIM5","PDZ and LIM domain 5"
"ENSG00000071282",3659.86884296353,1.5727350603957,0.126347312831607,5.996932640656e-38,1.12405006183296e-35,"LMCD1","LIM and cysteine rich domains 1"
"ENSG00000101825",4767.14944686345,-1.29728473307221,0.103701975273452,1.14576052696727e-37,2.12544483734526e-35,"MXRA5","matrix remodeling associated 5"
"ENSG00000163513",13216.6476019075,1.42776666572206,0.115772356864188,4.80852294323361e-37,8.73985473136824e-35,"TGFBR2","transforming growth factor beta receptor 2"
"ENSG00000246430",2162.53881470905,2.01313781848595,0.163441915051781,5.58980268434632e-37,1.00582909502128e-34,"LINC00968","long intergenic non-protein coding RNA 968"
"ENSG00000163431",4934.73010201059,1.14182239663465,0.0917905010055035,7.1386776998729e-37,1.271815510213e-34,"LMOD1","leiomodin 1"
"ENSG00000046653",1090.45825722703,2.34899808748289,0.19064956068858,2.01120882836931e-36,3.5480089860468e-34,"GPM6B","glycoprotein M6B"
"ENSG00000106617",1018.35298653981,1.58233175852998,0.130485710880474,3.11401773304344e-36,5.44015874644502e-34,"PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2"
"ENSG00000099998",506.244766658562,2.33384093937138,0.190366406784383,4.09744933643288e-36,7.06787400022409e-34,"GGT5","gamma-glutamyltransferase 5"
"ENSG00000137809",1115.80003263854,-1.68532998719125,0.139415473671739,4.12430126721979e-36,7.06787400022409e-34,"ITGA11","integrin subunit alpha 11"
"ENSG00000115457",1919.14850283236,2.17001242302718,0.181591659084267,9.74207215525949e-35,1.65376270152584e-32,"IGFBP2","insulin like growth factor binding protein 2"
"ENSG00000160200",834.066631033772,1.21617660310364,0.102487787357769,5.06469519867357e-34,8.51720798176937e-32,"CBS","cystathionine beta-synthase"
"ENSG00000174306",3234.85251306157,1.10856224819234,0.0932595219280679,7.42685461932365e-34,1.2373965001862e-31,"ZHX3","zinc fingers and homeoboxes 3"
"ENSG00000128923",1415.67842643882,1.01937703857653,0.0855813062261649,8.60508033948202e-34,1.42054876723522e-31,"MINDY2","MINDY lysine 48 deubiquitinase 2"
"ENSG00000123562",5040.48267766273,1.0095852798257,0.0847806807264471,9.29947172507827e-34,1.52122449291871e-31,"MORF4L2","mortality factor 4 like 2"
"ENSG00000214814",243.276976467197,-2.97260391020015,0.251475455726999,9.76644618644854e-34,1.58322011422482e-31,"FER1L6","fer-1 like family member 6"
"ENSG00000162772",373.51179517354,1.87841362199665,0.161728881426472,1.55955478085989e-33,2.4834184713976e-31,"ATF3","activating transcription factor 3"
"ENSG00000164125",5596.34966690866,1.10212881070351,0.0934411761480093,2.29990582106545e-33,3.63021976703963e-31,"GASK1B","golgi associated kinase 1B"
"ENSG00000119508",216.673741809452,2.03446449951498,0.175200717215106,2.93178812585063e-33,4.58735613361358e-31,"NR4A3","nuclear receptor subfamily 4 group A member 3"
"ENSG00000173918",992.659399454996,1.22570402215255,0.104734763061436,3.32876294112874e-33,5.16360003126471e-31,"C1QTNF1","C1q and TNF related 1"
"ENSG00000114098",1010.29346134236,1.31514046267045,0.113206564736061,5.23540244267841e-33,7.98354504691146e-31,"ARMC8","armadillo repeat containing 8"
"ENSG00000145777",152.372544224853,-2.71094017183835,0.232190173800343,7.02265855638999e-33,1.0618967904511e-30,"TSLP","thymic stromal lymphopoietin"
"ENSG00000077684",1570.63461014914,1.17421692311067,0.100983400175623,1.09692025672537e-32,1.64483192495969e-30,"JADE1","jade family PHD finger 1"
"ENSG00000114270",1546.90699729354,1.20589921991181,0.104054735086541,1.427250454234e-32,2.10507743225299e-30,"COL7A1","collagen type VII alpha 1 chain"
"ENSG00000103485",865.205449337359,-1.18528666961715,0.102644210501557,2.62126666894031e-32,3.83472133665951e-30,"QPRT","quinolinate phosphoribosyltransferase"
"ENSG00000164442",7510.52587168029,1.51178785529302,0.133548473347716,5.56079845089575e-32,8.0694360746305e-30,"CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2"
"ENSG00000138829",15701.2752863824,1.87634739169923,0.166057605973348,5.89204828367914e-32,8.4817213453218e-30,"FBN2","fibrillin 2"
"ENSG00000155130",5654.05696431278,-1.16533723454875,0.101461661743329,6.05343812161351e-32,8.64488615558043e-30,NA,NA
"ENSG00000110756",995.251537070175,1.53753137407083,0.136513391669275,9.63806929375362e-32,1.36557022733703e-29,"HPS5","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2"
"ENSG00000144369",1303.27274542406,-1.31528781719211,0.116081264656742,1.43430484362297e-31,2.01631885594936e-29,"FAM171B","family with sequence similarity 171 member B"
"ENSG00000143320",1492.12556609689,-1.59631428320186,0.14263729274371,1.79650903782267e-31,2.50592121136288e-29,"CRABP2","cellular retinoic acid binding protein 2"
"ENSG00000181467",630.874185291974,-1.24211012620416,0.110462665003976,6.00661702396694e-31,8.31408205609701e-29,"RAP2B","RAP2B, member of RAS oncogene family"
"ENSG00000196507",988.842685681754,1.03326880665098,0.0918194263921587,1.72854604496151e-30,2.37430973534637e-28,"TCEAL3","transcription elongation factor A like 3"
"ENSG00000008256",3716.57738197619,1.15601903151537,0.103368770176176,2.00766498995901e-30,2.7368124113123e-28,"CYTH3","cytohesin 3"
"ENSG00000140545",9199.62673062643,1.08620624082606,0.098182866250273,1.13304894443363e-29,1.52149870941334e-27,"MFGE8","milk fat globule-EGF factor 8 protein"
"ENSG00000154864",153.23479367767,-2.4982796629285,0.230239999891001,6.94725114059374e-29,9.25991385361805e-27,"PIEZO2","piezo type mechanosensitive ion channel component 2"
"ENSG00000072958",2129.43443527067,1.06093857357941,0.0975692646191515,1.04096557302238e-28,1.37728930301211e-26,"AP1M1","adaptor related protein complex 1 subunit mu 1"
"ENSG00000146592",669.401293086846,-1.99614548718537,0.187337655619111,1.11612178704702e-28,1.46594857197986e-26,"CREB5","cAMP responsive element binding protein 5"
"ENSG00000177283",115.085170511591,2.42291809194845,0.224727121095156,1.28992737491849e-28,1.68195312929589e-26,"FZD8","frizzled class receptor 8"
"ENSG00000205978",1601.04659220405,-1.12819102445011,0.104895925446693,2.66252680484122e-28,3.4467271457779e-26,"NYNRIN","NYN domain and retroviral integrase containing"
"ENSG00000136546",4991.26837107808,1.33090609074538,0.125374631420704,3.56873843469511e-28,4.58684852813598e-26,"SCN7A","sodium voltage-gated channel alpha subunit 7"
"ENSG00000243244",996.175141904114,1.37236810495029,0.129620706159462,3.75674453421097e-28,4.79424547153136e-26,"STON1","stonin 1"
"ENSG00000133216",344.056124155505,-1.72300299001987,0.164430470710544,3.78894960345582e-28,4.80129289891437e-26,"EPHB2","EPH receptor B2"
"ENSG00000096060",2564.36222687268,3.84823396431679,0.368481441398375,7.13222000393345e-28,8.97462704550898e-26,"FKBP5","FKBP prolyl isomerase 5"
"ENSG00000092621",1231.10242762368,-1.38624927640336,0.13207121909469,9.16593086322133e-28,1.1453594441167e-25,"PHGDH","phosphoglycerate dehydrogenase"
"ENSG00000187498",2283.83180964209,1.27943028605173,0.121310367292214,1.01757553988389e-27,1.26277615618419e-25,"COL4A1","collagen type IV alpha 1 chain"
"ENSG00000163491",160.225059048447,-2.42707706734129,0.230318329498492,1.74711954957565e-27,2.12416683615299e-25,"NEK10","NIMA related kinase 10"
"ENSG00000165507",18353.5745925703,1.50814079016086,0.1459273394231,2.70740743799608e-27,3.26960331807393e-25,"DEPP1","DEPP1 autophagy regulator"
"ENSG00000183160",2987.67071981722,-1.14285219534596,0.10858820817495,2.9099678485105e-27,3.49079743107319e-25,"TMEM119","transmembrane protein 119"
"ENSG00000233117",77.6318352361788,3.25066408954402,0.312512528196677,4.48599592663048e-27,5.34576229826417e-25,NA,NA
"ENSG00000127083",304.476810780945,1.76240596393714,0.172232157510035,5.08283813818062e-27,6.01714404331724e-25,"OMD","osteomodulin"
"ENSG00000177666",1701.23387978068,1.07313861495037,0.102372903452882,6.57403917991647e-27,7.73158568649784e-25,"PNPLA2","patatin like phospholipase domain containing 2"
"ENSG00000069431",849.101371746355,1.03210262646466,0.0985595795894518,8.92551441991852e-27,1.04289419787022e-24,"ABCC9","ATP binding cassette subfamily C member 9"
"ENSG00000131386",11496.4862074381,1.56755496305595,0.153926312273879,1.0447934205113e-26,1.21290405217292e-24,"GALNT15","polypeptide N-acetylgalactosaminyltransferase 15"
"ENSG00000102466",664.683572935525,1.18414339506995,0.114119475971916,1.09391100020798e-26,1.2617842652399e-24,"FGF14","fibroblast growth factor 14"
"ENSG00000162496",3691.99970068906,1.06053129380972,0.101623528194751,1.14403126867303e-26,1.3111909967199e-24,"DHRS3","dehydrogenase/reductase 3"
"ENSG00000180914",568.703497425714,1.82307717096961,0.18009494008036,1.71894824377367e-26,1.95764270243439e-24,"OXTR","oxytocin receptor"
"ENSG00000177674",751.373295308449,1.08658440745167,0.10470500341202,1.85325803009884e-26,2.09732861594959e-24,"AGTRAP","angiotensin II receptor associated protein"
"ENSG00000099204",848.585060946676,1.38412350620895,0.136259937007775,3.16076738642092e-26,3.55467802195362e-24,"ABLIM1","actin binding LIM protein 1"
"ENSG00000127954",286.384119280247,4.87475674546526,0.5070893854246,4.54630170772817e-26,5.04976252647288e-24,"STEAP4","STEAP4 metalloreductase"
"ENSG00000148120",743.999875010981,1.07578457110299,0.104855657180308,6.6661374028734e-26,7.35892493419042e-24,"AOPEP","aminopeptidase O (putative)"
"ENSG00000169738",627.449246972015,2.0401037139621,0.203030244959609,7.37368662174478e-26,8.09037299217534e-24,"DCXR","dicarbonyl and L-xylulose reductase"
"ENSG00000126878",93.2605268616648,-2.58453532272344,0.253649523425602,7.99635160713043e-26,8.72038489810333e-24,"AIF1L","allograft inflammatory factor 1 like"
"ENSG00000112773",516.800784800124,-1.16472969167434,0.114275480304156,8.25894257398273e-26,8.95249473953284e-24,"TENT5A","terminal nucleotidyltransferase 5A"
"ENSG00000035664",633.042902717231,1.63195719325862,0.164731259931271,1.49393354179057e-25,1.6001095327964e-23,"DAPK2","death associated protein kinase 2"
"ENSG00000023909",1927.71101011188,1.18706218615875,0.117382219988629,1.63680477658304e-25,1.74276125146954e-23,"GCLM","glutamate-cysteine ligase modifier subunit"
"ENSG00000125848",178.654450436053,-2.40721813502989,0.238806063526965,1.87124225374292e-25,1.98065488905001e-23,"FLRT3","fibronectin leucine rich transmembrane protein 3"
"ENSG00000138073",1697.49198137076,1.07245630108018,0.105931408968739,2.72762266168452e-25,2.8535373357181e-23,"PREB","prolactin regulatory element binding"
"ENSG00000110900",262.805275325959,-1.41891099754424,0.143022547955688,2.89125430779369e-25,3.00723872915836e-23,"TSPAN11","tetraspanin 11"
"ENSG00000164742",353.799478277241,-2.50759718917839,0.249435066311196,2.93411420436204e-25,3.03427879271785e-23,"ADCY1","adenylate cyclase 1"
"ENSG00000163697",2266.27450187641,1.05247945643497,0.103964768871171,3.02046517920897e-25,3.10572859626779e-23,"APBB2","amyloid beta precursor protein binding family B member 2"
"ENSG00000120837",1841.38811314411,1.00994721557814,0.0999762335106154,4.52123038632966e-25,4.59632878935683e-23,"NFYB","nuclear transcription factor Y subunit beta"
"ENSG00000164292",14399.5505965512,1.0207547295588,0.101253127435229,5.33748822897387e-25,5.3956608534919e-23,"RHOBTB3","Rho related BTB domain containing 3"
"ENSG00000152580",5992.50455672065,-1.12319430934307,0.112525250056296,8.87367332870242e-25,8.87071543759285e-23,"IGSF10","immunoglobulin superfamily member 10"
"ENSG00000183044",498.690421563468,1.12436587694179,0.112749761224441,9.70016533376573e-25,9.64335773567848e-23,"ABAT","4-aminobutyrate aminotransferase"
"ENSG00000013297",3431.57264316715,-1.71897792163771,0.177263579086749,1.1074099934053e-24,1.09487557260082e-22,"CLDN11","claudin 11"
"ENSG00000172061",231.277302725498,-2.47516449293146,0.249708761359644,1.13978105636036e-24,1.12072242230319e-22,"LRRC15","leucine rich repeat containing 15"
"ENSG00000102554",149.552913663167,2.40516161889183,0.243203312499616,1.24782854587288e-24,1.22029493774112e-22,"KLF5","Kruppel like factor 5"
"ENSG00000099194",785.211998028092,-1.93273262371913,0.199139797670639,1.50495913632626e-24,1.45592659672338e-22,"SCD","stearoyl-CoA desaturase"
"ENSG00000164070",591.684378009254,-1.28020403374012,0.130428476567422,1.85911368670935e-24,1.78892468869775e-22,"HSPA4L","heat shock protein family A (Hsp70) member 4 like"
"ENSG00000008311",721.942089206498,1.06574001587053,0.10785467548227,3.25687517027699e-24,3.10075194782879e-22,"AASS","aminoadipate-semialdehyde synthase"
"ENSG00000237697",126.794572516762,1.96334674018929,0.204176113054661,3.9866009169716e-24,3.775520889473e-22,NA,NA
"ENSG00000126950",786.116082755273,-1.65230995564574,0.172887814347158,4.55897306481716e-24,4.29498226849843e-22,"TMEM35A","transmembrane protein 35A"
"ENSG00000170624",2121.08039267073,-1.10437568972794,0.112644461117735,5.76905951435113e-24,5.37867652338001e-22,"SGCD","sarcoglycan delta"
"ENSG00000088756",685.723239064796,-1.59253436093583,0.167127650190351,6.74925919869408e-24,6.26011185676811e-22,"ARHGAP28","Rho GTPase activating protein 28"
"ENSG00000177614",133.150339732154,-2.48419499031327,0.256257577841848,9.77164798723665e-24,8.97097111644573e-22,"PGBD5","piggyBac transposable element derived 5"
